DATE;HEURE;NO;NO2;PM10;PM25;CO2;TEMP;HUMI
28/09/2015;6:00;14;33;82;48;455;21;41
28/09/2015;9:00;111;44;160;92;760;22;43
21/11/2015;22:00;35;54;44;21;477;19,5;31,9
21/11/2015;23:00;29;54;49;23;459;19,4;31,2
22/11/2015;0:00;20;46;69;33;430;19,4;32,1
22/11/2015;1:00;10;50;14;8;423;19,3;29,9
22/11/2015;2:00;11;42;11;8;421;19,3;30,4
22/11/2015;6:00;23;44;35;18;453;18,7;32,3
22/11/2015;7:00;27;48;81;44;454;18,7;34,2
22/11/2015;8:00;23;52;73;34;463;18,6;32,5
22/11/2015;9:00;23;57;85;40;478;18,5;32,9
22/11/2015;23:00;18;51;74;38;447;18,5;30,5
23/11/2015;8:00;119;66;183;85;739;18,5;37,3
23/11/2015;11:00;97;77;96;43;555;18,1;33,1
23/11/2015;14:00;111;74;165;71;575;18,5;32,2
23/11/2015;16:00;171;84;146;69;703;18,5;33,4
23/11/2015;18:00;130;76;131;60;706;18,5;33,7
24/11/2015;11:00;117;50;143;65;542;18;39,1
24/11/2015;14:00;87;53;138;57;560;18;45
24/11/2015;15:00;101;48;182;81;595;18,2;46
24/11/2015;21:00;45;40;166;75;497;18,5;48,6
24/11/2015;22:00;27;37;130;61;497;19;49,6
24/11/2015;23:00;11;39;92;39;460;18,6;49,8
25/11/2015;4:00;30;64;51;ND;477;18,3;49,8
25/11/2015;12:00;78;67;101;ND;557;18,8;46,9
25/11/2015;13:00;74;71;118;ND;545;18,7;46,9
25/11/2015;15:00;73;72;124;ND;602;19;50,5
25/11/2015;20:00;59;68;118;ND;524;18,9;43,1
26/11/2015;13:00;46;65;143;ND;573;18,6;41,2
26/11/2015;20:00;114;64;162;ND;579;19,3;42,6
27/11/2015;5:00;290;48;303;ND;592;18,2;42,5
27/11/2015;6:00;381;65;168;ND;640;17,8;40,5
27/11/2015;7:00;378;67;144;ND;772;17,9;41,6
27/11/2015;13:00;112;51;117;ND;605;18,5;39,7
27/11/2015;19:00;95;50;109;ND;604;18,3;43,3
28/11/2015;3:00;13;43;19;ND;432;17,9;45,3
28/11/2015;8:00;80;63;62;ND;494;17,7;38,3
28/11/2015;10:00;39;58;147;ND;530;18,4;37,3
28/11/2015;22:00;55;43;58;ND;485;18,8;39,2
29/11/2015;3:00;13;35;13;ND;426;19,3;45,5
29/11/2015;5:00;8;24;49;ND;440;18,5;49,5
29/11/2015;8:00;11;32;123;ND;460;18,7;50,7
29/11/2015;12:00;5;41;86;ND;510;19;46,7
30/11/2015;2:00;2;16;75;ND;417;19,3;42,9
30/11/2015;3:00;2;18;22;ND;417;19,7;42,7
30/11/2015;6:00;9;43;90;ND;529;19,2;47,8
30/11/2015;8:00;24;49;142;ND;665;19,8;49,6
30/11/2015;10:00;18;46;130;ND;525;19,8;49,1
30/11/2015;12:00;14;39;206;ND;554;20,1;52,2
30/11/2015;19:00;14;47;122;ND;608;20,5;47
30/11/2015;20:00;10;38;223;ND;511;20,4;48,2
30/11/2015;22:00;5;32;113;ND;459;20,1;44,5
30/11/2015;23:00;4;28;129;ND;437;20,1;45,2
01/12/2015;4:00;3;30;50;ND;429;19,8;47,6
01/12/2015;5:00;9;42;107;ND;463;19,8;47,8
01/12/2015;13:00;38;62;103;ND;551;20,5;47,1
01/12/2015;17:00;74;63;119;ND;740;20,9;48,7
01/12/2015;18:00;62;63;116;ND;718;21,1;46,7
02/12/2015;0:00;12;36;237;ND;429;20,9;41
02/12/2015;3:00;8;26;98;ND;421;20,7;39,3
02/12/2015;8:00;120;83;144;ND;686;20,4;39,5
02/12/2015;14:00;75;68;126;ND;567;20,7;36,6
03/12/2015;0:00;24;42;126;ND;439;20,6;39,8
03/12/2015;2:00;23;32;256;ND;447;20,3;42,4
03/12/2015;7:00;168;67;144;ND;675;19,8;41
03/12/2015;13:00;94;68;99;ND;571;20,3;39,3
03/12/2015;17:00;100;51;204;ND;814;21;43,6
03/12/2015;21:00;61;45;103;ND;523;20,3;39,9
03/12/2015;22:00;60;43;120;ND;507;20,1;39,5
04/12/2015;17:00;65;67;113;ND;737;20,4;39,6
05/12/2015;4:00;36;85;33;ND;444;19,9;38,3
05/12/2015;5:00;38;52;45;ND;435;19,3;37,6
05/12/2015;7:00;106;49;128;ND;466;19,1;38,5
05/12/2015;10:00;99;53;136;ND;518;19;38,1
05/12/2015;12:00;39;52;130;ND;531;19,3;40,6
05/12/2015;15:00;65;56;110;ND;583;19,7;41,5
05/12/2015;16:00;92;57;131;ND;610;19,6;43,1
05/12/2015;22:00;100;44;73;ND;478;19,3;41,6
06/12/2015;2:00;50;35;27;ND;408;19,1;43,3
06/12/2015;3:00;41;30;16;ND;406;18,9;44,3
06/12/2015;7:00;19;25;114;ND;434;19,2;48,1
06/12/2015;19:00;137;47;147;ND;564;20;49,2
06/12/2015;23:00;99;48;117;ND;455;19,7;47,2
07/12/2015;10:00;182;59;173;ND;581;19,7;47,6
07/12/2015;12:00;160;68;137;ND;569;19,9;45,6
07/12/2015;17:00;127;62;145;ND;683;20,5;47
08/12/2015;7:00;127;51;149;ND;550;19,6;44,7
08/12/2015;16:00;116;42;151;ND;639;20,3;59,4
08/12/2015;21:00;43;36;251;ND;521;20,4;56,3
09/12/2015;2:00;8;40;69;ND;425;20,1;47,8
09/12/2015;7:00;95;53;194;ND;539;19,4;44,4
09/12/2015;8:00;121;49;253;ND;688;19,7;46,9
09/12/2015;12:00;140;57;210;ND;564;19,7;44,4
09/12/2015;19:00;109;42;332;ND;743;20,4;46,7
09/12/2015;20:00;93;44;215;ND;583;19,8;44,3
10/12/2015;9:00;124;44;386;ND;664;18,7;44,7
10/12/2015;17:00;115;43;107;ND;712;19;40
10/12/2015;19:00;102;46;146;ND;683;18,6;39,4
10/12/2015;23:00;50;32;102;ND;441;18;38,9
11/12/2015;1:00;49;29;91;ND;434;17,8;39,1
11/12/2015;7:00;120;35;266;ND;550;17,9;43,1
11/12/2015;13:00;78;45;179;ND;579;18,6;49,3
06-juin-14;9:00;84;55;519;225;583;26;41
06-juin-14;11:00;52;65;345;157;623;26;41
06-juin-14;17:00;66;50;1048;489;863;29;47
06-juin-14;18:00;62;75;670;317;647;28;44
07-juin-14;23:00;25;71;166;69;437;26;46
07-juin-14;2:00;7;46;18;14;416;25;47
07-juin-14;5:00;29;57;148;53;484;26;48
07-juin-14;13:00;25;71;243;93;588;27;49
07-juin-14;20:00;15;58;253;95;462;27;52
08-juin-14;4:00;8;26;239;91;416;25;54
08-juin-14;15:00;10;54;370;143;471;28;48
08-juin-14;20:00;9;51;240;95;432;27;53
09-juin-14;2:00;8;44;24;8;388;26;58
09-juin-14;5:00;15;34;232;112;453;26;58
09-juin-14;8:00;33;50;226;82;483;26;55
09-juin-14;11:00;19;55;198;73;550;27;52
10-juin-14;0:00;12;39;40;27;387;26;63
10-juin-14;3:00;10;27;104;49;401;26;64
10-juin-14;9:00;89;32;524;245;560;27;60
11-juin-14;0:00;15;37;70;41;378;26;54
11-juin-14;2:00;8;26;10;<5;384;25;53
11-juin-14;9:00;69;38;495;251;529;27;45
11-juin-14;13:00;32;52;536;197;548;28;43
11-juin-14;19:00;14;52;246;93;467;28;41
12-juin-14;7:00;87;44;438;167;815;28;42
12-juin-14;19:00;21;48;413;171;520;27;37
12-juin-14;22:00;8;43;223;100;420;26;42
13-juin-14;5:00;ND;ND;384;ND;ND;26;48
13-juin-14;6:00;ND;ND;557;ND;842;27;46
13-juin-14;10:00;70;27;232;124;587;27;40
13-juin-14;17:00;38;20;669;298;813;30;41
13-juin-14;19:00;33;21;388;162;533;28;39
14-juin-14;3:00;258;34;1997;283;428;25;45
14-juin-14;4:00;119;33;325;115;444;26;43
14-juin-14;8:00;48;31;322;139;529;27;41
14-juin-14;13:00;41;24;250;95;578;27;43
14-juin-14;17:00;43;21;538;306;599;28;41
15-juin-14;7:00;31;32;177;69;455;25;42
15-juin-14;11:00;26;34;137;52;462;26;38
16-juin-14;3:00;25;24;57;28;412;24;43
16-juin-14;10:00;49;36;360;156;531;26;41
16-juin-14;14:00;34;39;285;116;655;27;38
30-nov-14;20:00;87;25;195;90;504;20;44
01-déc-14;1:00;11;25;11;9;425;19;45
01-déc-14;2:00;10;24;9;8;427;19;46
01-déc-14;3:00;13;23;8;8;420;19;48
01-déc-14;12:00;95;27;231;134;584;20;38
01-déc-14;22:00;41;21;139;58;461;19;36
02-déc-14;1:00;17;23;12;7;412;18;33
02-déc-14;3:00;16;24;15;11;412;18;33
02-déc-14;6:00;89;28;217;95;575;19;38
02-déc-14;8:00;114;29;277;120;801;19;40
02-déc-14;11:00;99;32;212;83;559;19;36
02-déc-14;12:00;92;32;156;67;568;19;36
02-déc-14;19:00;81;29;169;69;602;19;39
03-déc-14;3:00;40;23;7;6;411;17;35
03-déc-14;6:00;90;25;187;87;558;18;38
03-déc-14;9:00;115;26;273;125;582;19;38
03-déc-14;16:00;83;35;268;115;767;19;38
03-déc-14;22:00;44;30;84;32;454;18;33
04-déc-14;4:00;44;21;39;20;411;17;36
04-déc-14;9:00;145;28;228;100;590;18;39
04-déc-14;15:00;174;33;243;107;663;19;39
04-déc-14;18:00;167;26;288;123;805;19;43
04-déc-14;19:00;126;24;443;212;634;19;41
05-déc-14;8:00;123;25;206;81;756;19;43
05-déc-14;10:00;125;24;250;105;552;19;40
05-déc-14;15:00;125;26;181;86;750;19;39
05-déc-14;16:00;119;22;284;130;875;19;41
06-déc-14;0:00;67;26;163;73;456;18;39
06-déc-14;6:00;50;39;71;36;469;18;38
06-déc-14;7:00;58;44;83;40;485;18;38
06-déc-14;14:00;48;50;100;112;658;19;39
06-déc-14;17:00;126;59;171;72;757;19;41
06-déc-14;18:00;151;62;136;56;712;19;40
06-déc-14;19:00;127;55;147;67;657;19;40
06-déc-14;20:00;114;57;147;66;549;19;39
07-déc-14;0:00;52;46;141;67;444;18;38
07-déc-14;3:00;29;47;14;9;431;17;37
07-déc-14;15:00;36;43;169;65;584;18;44
08-déc-14;0:00;3;36;108;50;408;18;41
08-déc-14;7:00;135;51;374;126;756;18;43
08-déc-14;11:00;78;46;191;79;560;19;43
08-déc-14;23:00;23;47;171;59;430;18;35
09-déc-14;1:00;10;43;31;15;407;17;35
09-déc-14;11:00;139;52;193;83;577;18;39
09-déc-14;14:00;98;45;234;98;599;19;39
09-déc-14;19:00;64;36;340;185;635;19;44
09-déc-14;21:00;25;37;194;81;474;19;39
09-déc-14;22:00;18;37;162;66;456;18;39
10-déc-14;5:00;4;24;297;107;431;18;46
10-déc-14;13:00;65;58;103;46;551;19;49
10-déc-14;18:00;82;42;348;153;841;20;49
10-déc-14;19:00;68;48;418;190;617;19;47
11-déc-14;0:00;<2;32;131;61;382;19;43
11-déc-14;8:00;41;40;318;121;795;19;46
11-déc-14;11:00;28;43;175;73;538;19;44
11-déc-14;12:00;28;47;174;72;544;19;44
11-déc-14;16:00;37;45;215;90;754;20;46
11-déc-14;19:00;36;44;234;101;606;20;45
20-avr-13;21:00;30;70;256;90;499;22;42
21-avr-13;2:00;794;232;56;69;482;22;42
21-avr-13;3:00;40;61;28;23;434;21;42
21-avr-13;4:00;15;50;97;46;447;21;43
21-avr-13;18:00;35;88;348;127;504;22;42
21-avr-13;19:00;17;88;275;101;472;22;42
21-avr-13;20:00;9;79;238;81;451;22;41
22-avr-13;1:00;5;40;21;19;411;22;41
22-avr-13;3:00;4;41;31;17;417;21;42
22-avr-13;7:00;142;87;384;158;819;22;44
22-avr-13;13:00;64;72;410;339;582;23;45
22-avr-13;15:00;72;77;479;186;727;23;45
23-avr-13;0:00;15;42;85;43;412;21;47
23-avr-13;1:00;231;59;176;44;416;21;48
23-avr-13;2:00;3847;598;118;54;597;21;48
23-avr-13;3:00;734;146;82;49;472;21;46
23-avr-13;8:00;79;73;498;181;594;22;48
23-avr-13;18:00;101;81;341;125;642;24;48
23-avr-13;20:00;72;76;256;161;513;23;49
23-avr-13;23:00;244;70;294;134;442;22;50
24-avr-13;4:00;94;61;204;82;495;22;49
24-avr-13;5:00;230;75;238;90;617;22;50
24-avr-13;15:00;66;96;513;189;731;25;49
25-avr-13;1:00;32;53;31;28;411;23;51
25-avr-13;2:00;173;71;26;24;420;23;51
25-avr-13;7:00;275;106;259;181;797;24;51
25-avr-13;10:00;98;120;209;117;554;24;48
25-avr-13;13:00;66;133;87;60;540;25;47
25-avr-13;20:00;103;147;117;64;524;25;47
25-avr-13;22:00;118;147;146;64;497;25;47
26-avr-13;6:00;185;109;253;99;709;25;49
26-avr-13;11:00;101;68;398;168;555;24;50
26-avr-13;12:00;106;82;261;116;559;24;49
26-avr-13;18:00;79;76;260;102;604;24;47
26-avr-13;21:00;19;75;75;32;466;23;44
27-avr-13;3:00;5;49;31;18;412;22;44
27-avr-13;8:00;60;81;73;34;486;22;43
27-avr-13;15:00;85;101;113;45;599;23;40
27-avr-13;20:00;25;82;117;45;465;22;42
28-avr-13;1:00;<2;52;9;8;395;22;41
28-avr-13;11:00;36;68;381;146;475;22;44
28-avr-13;16:00;31;74;455;152;493;22;43
28-avr-13;19:00;29;81;299;107;468;22;42
28-avr-13;23:00;171;80;252;112;415;22;44
29-avr-13;0:00;248;73;63;43;420;22;44
29-avr-13;2:00;6;45;6;9;399;22;44
29-avr-13;6:00;108;76;524;200;688;22;45
29-avr-13;14:00;67;65;548;210;612;24;46
29-avr-13;20:00;14;81;226;83;478;23;43
30-avr-13;0:00;5;40;50;27;395;22;44
30-avr-13;2:00;3;32;<5;6;394;22;42
30-avr-13;3:00;<2;34;20;14;399;21;43
30-avr-13;4:00;12;56;219;86;445;22;44
30-avr-13;8:00;127;76;304;118;604;22;45
30-avr-13;11:00;81;71;299;119;562;23;44
30-avr-13;13:00;85;69;505;180;583;23;45
30-avr-13;15:00;91;80;644;250;717;23;45
30-avr-13;17:00;146;85;456;164;781;23;48
01-mai-13;0:00;44;53;60;45;399;22;48
01-mai-13;6:00;21;47;283;118;429;22;48
01-mai-13;11:00;25;44;334;134;470;22;49
02-mai-13;0:00;27;36;29;20;399;21;53
02-mai-13;16:00;100;69;527;207;798;24;51
02-mai-13;19:00;78;78;287;117;538;23;50
02-mai-13;21:00;29;63;183;70;487;23;50
02-mai-13;22:00;35;55;275;102;447;23;51
02-mai-13;23:00;338;63;279;119;437;22;51
03-mai-13;2:00;29;44;<5;<5;437;22;49
03-mai-13;4:00;50;40;259;102;486;22;50
03-mai-13;10:00;130;63;395;153;576;23;49
03-mai-13;19:00;60;84;341;131;537;24;46
04-mai-13;0:00;15;60;74;27;427;23;45
04-mai-13;4:00;19;46;451;180;458;22;48
04-mai-13;7:00;59;57;412;167;490;22;48
04-mai-13;14:00;65;65;575;224;569;24;48
04-mai-13;16:00;62;66;378;144;590;24;47
04-mai-13;19:00;77;75;339;115;506;23;47
04-mai-13;20:00;78;64;310;113;486;23;48
05-mai-13;0:00;20;53;56;23;413;23;47
05-mai-13;9:00;18;55;335;133;471;23;48
05-mai-13;13:00;21;58;499;200;495;24;48
05-mai-13;18:00;34;91;334;136;482;24;45
01-janv-14;0:00;6;51;114;51;528;18,2;43
01-janv-14;11:00;12;45;54;18;474;17,6;44,7
01-janv-14;14:00;20;47;89;57;491;17,8;45,4
02-janv-14;8:00;54;57;287;114;620;18,3;47,1
02-janv-14;12:00;39;57;100;39;562;18,4;43,1
02-janv-14;16:00;75;62;224;84;691;18,7;44,6
02-janv-14;21:00;32;53;170;ND;494;18,5;46,9
03-janv-14;8:00;49;51;130;57;615;18,8;51,2
03-janv-14;21:00;14;48;248;98;479;18,9;40,3
03-janv-14;22:00;17;53;212;77;487;18,9;40,4
03-janv-14;23:00;23;51;148;66;474;18,9;41,9
04-janv-14;1:00;7;40;42;11;416;18,6;41,3
04-janv-14;7:00;40;51;78;29;463;18,4;43,3
04-janv-14;17:00;68;69;130;55;634;19,2;44,4
04-janv-14;20:00;26;64;54;31;496;18,9;40,6
04-janv-14;23:00;11;55;98;45;477;18,8;37,3
05-janv-14;0:00;12;48;133;60;440;18,9;37,6
05-janv-14;3:00;91;56;<5;9;425;18,8;35,7
21/09/2015;13:00;46;73;65;32;536;23;37
21/09/2015;14:00;32;76;67;32;517;23;37
21/09/2015;17:00;23;72;100;56;654;23;39
21/09/2015;19:00;50;66;178;96;729;24;41
21/09/2015;22:00;12;57;107;57;467;23;44
21/09/2015;0:00;4;33;86;38;424;23;44
22/09/2015;7:00;27;49;98;50;519;22;47
22/09/2015;9:00;59;47;137;58;741;23;46
22/09/2015;18:00;48;62;67;34;679;23;40
22/09/2015;19:00;44;57;112;52;658;23;41
23/09/2015;3:00;4;22;<5;<5;405;21;44
23/09/2015;5:00;10;31;18;12;415;21;43
23/09/2015;9:00;109;51;155;82;675;22;45
23/09/2015;12:00;74;57;82;41;528;22;42
23/09/2015;19:00;97;72;106;50;682;23;37
24/09/2015;1:00;<2;<2;<5;33;ND;22;42
24/09/2015;2:00;<2;<2;<5;<5;430;22;43
24/09/2015;3:00;5;27;<5;134;415;22;42
24/09/2015;6:00;24;42;72;36;451;22;41
24/09/2015;8:00;90;56;141;65;654;22;43
24/09/2015;12:00;44;47;158;86;547;23;45
24/09/2015;13:00;39;54;97;50;534;22;46
24/09/2015;18:00;55;55;103;45;674;23;48
24/09/2015;20:00;73;57;140;84;582;23;51
24/09/2015;22:00;50;58;83;44;488;23;51
25/09/2015;10:00;143;62;78;34;539;22;47
25/09/2015;14:00;79;57;79;38;549;22;43
25/09/2015;19:00;88;59;71;35;596;23;41
26/09/2015;11:00;49;46;76;39;506;22;43
26/09/2015;13:00;22;48;84;44;519;22;39
26/09/2015;14:00;21;48;110;63;531;22;39
26/09/2015;16:00;45;60;103;55;583;22;38
26/09/2015;17:00;46;66;93;47;604;22;38
27/09/2015;1:00;13;48;44;23;417;21;40
27/09/2015;3:00;9;37;12;11;406;21;41
27/09/2015;9:00;20;33;87;49;451;21;40
27/09/2015;13:00;8;38;92;47;464;22;40
27/09/2015;15:00;5;38;87;44;467;22;37
27/09/2015;21:00;25;62;103;59;445;22;36
27/09/2015;0:00;8;47;36;19;418;22;39
28/09/2015;5:00;5;23;35;25;415;21;42
28/09/2015;8:00;100;47;171;97;706;21;42
28/09/2015;14:00;43;52;185;111;538;22;35
28/09/2015;20:00;65;58;193;115;584;23;38
28/09/2015;22:00;24;57;54;28;448;22;38
28/09/2015;0:00;17;49;68;34;429;22;39
29/09/2015;3:00;5;28;9;<5;403;21;37
29/09/2015;4:00;4;26;8;<5;404;21;36
29/09/2015;13:00;<2;<2;<5;<5;ND;23;35
30/09/2015;2:00;10;34;<5;<5;407;23;35
30/09/2015;3:00;6;30;<5;<5;407;23;36
30/09/2015;4:00;5;26;51;25;406;23;36
30/09/2015;10:00;99;44;343;196;622;23;40
30/09/2015;15:00;72;53;130;74;596;24;36
01/10/2015;6:00;26;39;151;89;464;23;36,4
01/10/2015;7:00;63;43;171;96;570;23;38,6
01/10/2015;11:00;26;44;318;176;550;23,4;37
01/10/2015;20:00;38;62;200;123;644;24,4;33,6
01/10/2015;21:00;25;56;184;81;537;24,1;32,9
02/10/2015;5:00;18;44;59;40;448;22,4;35,9
02/10/2015;16:00;33;51;217;131;712;24,7;37,5
02/10/2015;19:00;59;62;365;242;821;25,2;37,6
03/10/2015;0:00;88;73;141;93;495;23,7;37,6
03/10/2015;3:00;42;58;18;17;442;23;37,5
03/10/2015;8:00;109;55;104;65;537;23,2;39,8
03/10/2015;16:00;45;76;129;77;647;24,8;36,6
03/10/2015;19:00;57;84;109;67;671;24,8;36,7
03/10/2015;20:00;75;79;161;102;636;24,7;39,5
04/10/2015;1:00;125;75;62;40;463;23,6;38,2
04/10/2015;2:00;138;66;32;27;443;23,2;39,3
04/10/2015;3:00;85;59;20;20;431;23,1;39
04/10/2015;20:00;31;51;171;106;485;23,6;47,7
05/10/2015;0:00;19;43;48;31;429;23,2;48,2
05/10/2015;4:00;6;25;7;9;393;22,7;50
05/10/2015;7:00;96;36;187;113;566;23,4;53,9
05/10/2015;9:00;119;33;390;262;844;24,3;54,7
06/10/2015;3:00;28;22;14;10;402;23,3;60,6
06/10/2015;6:00;50;23;134;75;464;23,6;62,9
06/10/2015;14:00;84;50;120;83;542;24,6;57,9
06/10/2015;18:00;66;33;311;188;936;25,7;59,6
06/10/2015;20:00;37;38;341;214;667;25,4;55,5
07/10/2015;6:00;15;25;124;72;442;23,6;51,2
07/10/2015;13:00;44;38;184;107;569;24,6;43,9
08/10/2015;6:00;35;38;142;79;447;23,2;43,3
08/10/2015;8:00;96;34;306;186;734;23,8;50
08/10/2015;10:00;102;46;270;145;639;24,2;44,9
08/10/2015;12:00;62;37;320;225;559;24,1;46
08/10/2015;15:00;29;54;135;76;580;24,3;36,8
08/10/2015;21:00;51;53;206;112;559;24,4;38
09/10/2015;4:00;17;40;13;12;406;22,9;39,3
09/10/2015;8:00;169;48;184;104;755;23,3;43,4
09/10/2015;9:00;125;50;180;97;836;23,5;43,2
09/10/2015;22:00;ND;58;106;69;492;23,6;42,8
10/10/2015;5:00;ND;28;29;21;436;22,8;43,9
10/10/2015;7:00;ND;39;74;48;482;22,8;43,4
10/10/2015;18:00;ND;45;125;77;689;24,3;46,9
10/10/2015;22:00;ND;33;187;137;519;23,8;48,2
11/10/2015;10:00;ND;32;86;56;480;22,7;42,2
11/10/2015;16:00;ND;43;103;67;533;23,5;42,8
12/10/2015;0:00;ND;30;169;116;449;23;45,3
28/09/2015;15:00;41;49;167;97;550;23;36
28/09/2015;19:00;72;51;176;101;791;23;38
29/09/2015;16:00;33;43;207;120;673;23;35
29/09/2015;19:00;60;47;228;149;845;24;38
29/09/2015;0:00;15;46;107;58;439;23;34
30/09/2015;6:00;53;35;102;56;475;23;38
30/09/2015;13:00;72;48;162;88;572;24;37
30/09/2015;21:00;90;59;176;101;552;25;34
01/10/2015;12:00;21;44;215;130;559;23,6;35,5
01/10/2015;13:00;20;44;233;168;582;24;34,8
01/10/2015;14:00;24;48;172;96;591;24,2;32,8
02/10/2015;0:00;14;46;121;65;456;23,5;32,7
02/10/2015;3:00;5;37;15;11;406;22,7;32,1
02/10/2015;6:00;48;41;150;92;475;22,8;35,8
02/10/2015;8:00;131;47;203;116;764;23;37,7
02/10/2015;12:00;73;53;135;77;579;23,4;36
02/10/2015;13:00;57;55;118;67;586;23,8;35,8
03/10/2015;9:00;182;59;121;75;569;23,3;41
03/10/2015;12:00;128;64;121;76;623;23,8;41,2
03/10/2015;21:00;79;90;84;56;521;24,3;37,2
03/10/2015;22:00;78;84;66;39;506;24,2;37,4
04/10/2015;4:00;60;54;19;21;427;22,9;39,6
04/10/2015;6:00;62;47;113;76;456;23;41,8
04/10/2015;10:00;114;52;129;79;525;23,2;43,2
04/10/2015;15:00;42;43;126;80;494;23,9;45,9
04/10/2015;17:00;42;52;111;65;510;23,9;46,1
05/10/2015;8:00;137;33;280;163;766;23,8;55,7
05/10/2015;10:00;112;42;195;109;626;24,2;53
05/10/2015;20:00;67;30;303;198;675;24,3;64,5
06/10/2015;9:00;150;28;268;176;885;24,7;68,6
06/10/2015;10:00;161;38;186;105;648;24,5;63,8
06/10/2015;17:00;59;33;283;169;801;25,5;57,5
07/10/2015;0:00;27;28;123;56;432;24,4;53,7
07/10/2015;5:00;9;16;48;28;392;23,3;50,8
07/10/2015;8:00;56;26;332;205;805;24,5;52,9
07/10/2015;12:00;34;39;153;87;560;24,4;44,1
07/10/2015;17:00;47;39;209;135;744;24,9;44,4
07/10/2015;23:00;27;45;95;73;460;24;41,6
08/10/2015;7:00;77;39;209;115;570;23,5;46,5
08/10/2015;16:00;41;57;120;69;639;24,6;36,6
08/10/2015;20:00;60;44;227;133;715;24,8;42,4
09/10/2015;6:00;51;35;114;66;468;23,1;42,7
09/10/2015;7:00;111;41;163;95;567;23,2;44,2
09/10/2015;12:00;ND;ND;147;92;ND;23,7;39,4
09/10/2015;13:00;ND;47;132;73;606;24;39
09/10/2015;18:00;ND;57;92;56;904;25;40,2
09/10/2015;19:00;ND;51;140;68;798;24,6;42,3
09/10/2015;21:00;ND;52;170;107;550;24,2;42,7
10/10/2015;2:00;ND;33;26;24;431;23;43,3
10/10/2015;3:00;ND;30;8;10;429;22,9;43,1
10/10/2015;8:00;ND;40;31;24;492;23;42,1
10/10/2015;11:00;ND;36;80;49;548;23,3;44,1
10/10/2015;15:00;ND;47;104;64;626;24,1;44,5
10/10/2015;16:00;ND;39;148;101;647;24,3;46,7
10/10/2015;17:00;ND;45;196;126;681;24,3;46,6
10/10/2015;19:00;ND;49;165;97;706;24,3;46,4
10/10/2015;20:00;ND;50;139;94;668;24,5;45,2
10/10/2015;21:00;ND;46;166;110;517;23,8;46,4
10/10/2015;23:00;ND;32;133;91;502;23,7;47,2
11/10/2015;19:00;ND;44;101;66;571;23,7;44,2
12/10/2015;8:00;ND;36;166;101;731;22,7;43,2
12/10/2015;13:00;ND;45;134;87;560;22,4;41
12/10/2015;14:00;ND;52;71;47;562;22,5;39
13/10/2015;0:00;ND;41;74;50;439;22;39,9
13/10/2015;2:00;ND;66;26;24;441;22;36,8
13/10/2015;10:00;ND;46;172;102;627;21,9;44,9
13/10/2015;14:00;ND;52;103;57;538;22;34,8
13/10/2015;17:00;ND;53;193;113;710;22,5;34,7
13/10/2015;18:00;ND;47;202;128;784;22,6;36,2
13/10/2015;22:00;ND;49;112;66;463;21,7;32,8
14/10/2015;1:00;ND;127;25;19;437;20,8;28,6
14/10/2015;6:00;ND;38;83;51;468;21,1;31
14/10/2015;8:00;ND;42;323;214;760;21,1;39,7
14/10/2015;20:00;ND;46;341;226;694;22,2;45,8
15/10/2015;1:00;ND;37;78;45;432;21,3;35,5
15/10/2015;8:00;ND;31;296;185;788;21;40,7
15/10/2015;9:00;ND;29;198;103;877;21,1;41,3
15/10/2015;12:00;ND;33;222;140;592;21,1;38,1
15/10/2015;13:00;ND;39;140;84;605;21,2;35,7
15/10/2015;18:00;ND;35;320;205;889;21,5;41,7
15/10/2015;19:00;ND;44;348;252;837;21,4;39,1
15/10/2015;23:00;ND;45;63;34;497;20,9;32,6
16/10/2015;22:00;109;40;90;50;523;20,9;42,2
17/10/2015;3:00;43;41;5;5;442;20,1;41,1
17/10/2015;16:00;47;55;95;51;621;21,4;49,9
17/10/2015;23:00;42;47;83;45;482;21,1;51,2
18/10/2015;1:00;46;47;53;32;442;20,9;49,6
18/10/2015;6:00;13;27;56;35;445;20,6;47,7
18/10/2015;7:00;10;29;84;46;449;20,5;46,4
18/10/2015;8:00;15;29;96;55;455;20,6;45,6
18/10/2015;9:00;24;29;123;72;466;20,6;46
18/10/2015;10:00;26;33;78;42;471;20,6;43,4
18/10/2015;15:00;26;45;71;38;497;20,8;41,1
18/10/2015;21:00;56;54;80;49;483;20,8;40,5
18/10/2015;22:00;53;56;72;42;476;20,7;40,2
19/10/2015;0:00;31;44;74;40;453;20,6;40,9
19/10/2015;2:00;26;44;16;10;437;19,9;39,7
19/10/2015;5:00;36;35;62;38;468;19,5;44,6
19/10/2015;10:00;227;49;221;137;705;20,9;46
11/12/2015;18:00;90;49;208;ND;789;19,5;53,4
12/12/2015;8:00;51;39;185;ND;477;19;55,4
12/12/2015;14:00;37;40;205;ND;577;19,7;54,6
12/12/2015;20:00;109;52;167;ND;581;19,8;49,8
13/12/2015;1:00;87;30;173;ND;427;19,2;50
13/12/2015;2:00;54;31;38;ND;417;19;49,6
13/12/2015;3:00;33;49;19;ND;426;18,9;49,6
13/12/2015;5:00;13;24;14;ND;414;18,6;47
13/12/2015;6:00;22;21;173;ND;421;18,7;47,8
13/12/2015;11:00;49;41;191;ND;495;18,8;45,4
13/12/2015;12:00;60;42;160;ND;506;18,9;45,6
